id,t,x0,x1
9,6.0,2.725057,4.825686
9,6.4,2.595994,5.425155
9,6.8,2.056464,5.637138
9,7.2,1.10252,5.141448
9,7.6,0.721542,4.274797
9,8.0,0.952356,3.623813
9,8.4,1.419602,3.314864
9,8.8,2.053897,3.47998
9,9.2,2.612051,4.072845
9,9.6,2.876477,4.872497
9,10.0,2.748515,5.586493
9,10.4,2.162879,5.880827
9,10.8,1.061993,5.365199
9,11.2,0.655065,4.43667
9,11.6,0.873654,3.7311
9,12.0,1.300682,3.335586
9,12.4,1.920891,3.399849
9,12.8,2.520487,3.922068
9,13.2,2.858312,4.706413
9,13.6,2.815851,5.468319
9,14.0,2.330149,5.882956
9,14.4,1.308626,5.557699
9,14.8,0.642399,4.615857
9,15.2,0.809942,3.861082
9,15.6,1.190074,3.385442
9,16.0,1.780277,3.343886
9,16.4,2.408104,3.779705
9,16.8,2.815755,4.530395
9,17.2,2.860068,5.323086
9,17.6,2.475479,5.842007
9,18.0,1.570474,5.709574
9,18.4,0.662915,4.806068
9,18.8,0.754981,4.003599
9,19.2,1.090056,3.455794
9,19.6,1.641573,3.310718
9,20.0,2.28489,3.652043
9,20.4,2.756125,4.356231
9,20.8,2.884697,5.165275
9,21.2,2.597234,5.771471
9,21.6,1.813227,5.814692
9,22.0,0.740197,5.009153
9,22.4,0.708527,4.157113
9,22.8,1.000671,3.544803
9,23.2,1.507731,3.300722
9,23.6,2.153269,3.541439
9,24.0,2.680439,4.186996
9,24.4,2.890322,4.998333
9,24.8,2.696664,5.675635
9,25.2,2.029226,5.874224
9,25.6,0.898819,5.222826
9,26.0,0.671582,4.320583
9,26.4,0.921507,3.650677
9,26.8,1.381172,3.313796
9,27.2,2.015819,3.449929
9,27.6,2.589781,4.025517
9,28.0,2.87743,4.825382
9,28.4,2.774789,5.558288
9,28.8,2.217687,5.892208
9,29.2,1.130981,5.431555
9,29.6,0.647483,4.493483
9,30.0,0.85191,3.771627
9,30.4,1.263719,3.349292
9,30.8,1.87539,3.379223
9,31.2,2.485499,3.874522
9,31.6,2.846539,4.649476
9,32.0,2.832408,5.422998
9,32.4,2.379881,5.873331
9,32.8,1.394423,5.611875
9,33.2,0.644539,4.676188
9,33.6,0.791211,3.905967
9,34.0,1.156498,3.406082
9,34.4,1.734979,3.330619
9,34.8,2.369255,3.736617
9,35.2,2.798254,4.473612
9,35.6,2.870159,5.273159
9,36.0,2.51744,5.822173
9,36.4,1.651804,5.748789
9,36.8,0.680291,4.870383
9,37.2,0.738982,4.052185
9,37.6,1.059947,3.482671
9,38.0,1.597554,3.304936
9,38.4,2.243052,3.61424
9,38.8,2.733316,4.300728
9,39.2,2.888577,5.11204
9,39.6,2.631835,5.743006
9,40.0,1.886243,5.838803
10,0.0,4.714512,6.464126
10,0.4,2.745554,7.525991
10,0.8,0.236273,6.784083
10,1.2,0.261418,6.142236
10,1.6,0.293948,5.519893
10,2.0,0.334686,4.921598
10,2.4,0.386826,4.353997
10,2.8,0.455212,3.82653
10,3.2,0.547247,3.352914
10,3.6,0.673831,2.953224
10,4.0,0.848353,2.655666
10,4.4,1.077159,2.493591
10,4.8,1.335543,2.488715
10,5.2,1.55266,2.622421
10,5.6,1.642289,2.822211
10,6.0,1.553532,2.980278
10,6.4,1.315819,2.999044
10,6.8,1.09047,2.869328
10,7.2,1.044716,2.697332
10,7.6,1.148182,2.583468
10,8.0,1.311784,2.569098
10,8.4,1.459476,2.648882
10,8.8,1.525566,2.776572
